-44.5,-37.0,-20.0,67.1675,7.6700683E-4,1.5831619E7
-44.5,-37.0,-18.0,66.91534,7.641273E-4,1.5772183E7
-44.5,-37.0,-16.0,66.710526,7.617885E-4,1.5723907E7
-44.5,-37.0,-14.0,66.690025,7.615544E-4,1.5719075E7
-44.5,-37.0,-12.0,66.516075,7.59568E-4,1.5678075E7
-44.5,-37.0,-10.0,66.152,7.554105E-4,1.5592262E7
-44.5,-37.0,-8.0,65.831116,7.5174624E-4,1.5516627E7
-44.5,-37.0,-6.0,65.677734,7.4999477E-4,1.5480475E7
-44.5,-37.0,-4.0,65.5988,7.4909336E-4,1.546187E7
-44.5,-37.0,-2.0,65.507515,7.480509E-4,1.5440353E7
-44.5,-37.0,0.0,65.33779,7.461128E-4,1.5400348E7
-44.5,-37.0,2.0,65.1891,7.4441487E-4,1.5365303E7
-44.5,-37.0,4.0,65.10277,7.43429E-4,1.5344954E7
-44.5,-37.0,6.0,64.95172,7.417042E-4,1.5309352E7
-44.5,-37.0,8.0,64.86847,7.407535E-4,1.5289728E7
-44.5,-37.0,10.0,64.75209,7.3942455E-4,1.5262298E7
-44.5,-37.0,12.0,64.59656,7.3764846E-4,1.5225638E7
-44.5,-37.0,14.0,64.4243,7.356814E-4,1.5185037E7
-44.5,-37.0,16.0,64.29979,7.342595E-4,1.5155688E7
-44.5,-37.0,18.0,64.14969,7.325455E-4,1.512031E7
-44.5,-37.0,20.0,64.01146,7.3096703E-4,1.5087728E7
-44.5,-35.0,-20.0,67.09324,7.661588E-4,1.5814115E7
-44.5,-35.0,-18.0,66.84029,7.6327025E-4,1.5754492E7
-44.5,-35.0,-16.0,66.62412,7.6080183E-4,1.5703542E7
-44.5,-35.0,-14.0,66.58772,7.603861E-4,1.5694962E7
-44.5,-35.0,-12.0,66.44538,7.587607E-4,1.5661412E7
-44.5,-35.0,-10.0,66.143684,7.5531553E-4,1.5590301E7
-44.5,-35.0,-8.0,65.91295,7.526807E-4,1.5535916E7
